ts	script	domain	summary
2026-07-17T16:05:12Z	orchestrator	all	observation only | Qualification is blocked: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every historical attempt is retryable because EXA_API_KEY is unavailable (doma
2026-07-17T16:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-17T16:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-17T17:04:19Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). The latest explorer attempts all failed retryably because EXA_API_KEY
2026-07-17T18:04:42Z	orchestrator	all	observation only | Kickstart remains active through 2026-07-19T00:00:00Z (config.json:21-23), but all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is blocked
2026-07-17T19:04:20Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable EXA_API_KEY failure (domains/ai-re
2026-07-17T19:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-17T20:04:24Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Kickstart is active through 2026-07-19T00:00:00Z (config.json:21-23),
2026-07-17T21:05:05Z	orchestrator	all	observation only | The North Star remains blocked before historical qualification: domains/ai-releases/leakers.tsv:2-5 contains four seeded candidates, all with n_calls=0 and no verified/probation leaker. The latest exp
2026-07-17T22:00:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T22:04:34Z	orchestrator	all	observation only | The North Star is blocked before qualification: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every historical attempt is retryable because EXA_API_KE
2026-07-17T22:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-17T22:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T22:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-17T22:20:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T22:30:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T22:40:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T22:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:00:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:04:31Z	orchestrator	all	observation only | The North Star remains blocked before qualification: `domains/ai-releases/leakers.tsv:2-5` contains four candidates, all with `n_calls=0`. All four `explorer-history.tsv` rows are retryable because `E
2026-07-17T23:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:20:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:30:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:40:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-17T23:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T00:00:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T00:03:55Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every historical attempt is retryable because EXA_API_KEY is unavailable (do
2026-07-18T01:04:04Z	orchestrator	all	observation only | Qualification remains blocked: four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All historical attempts are retryable EXA_API_KEY failures (domains/ai-rel
2026-07-18T01:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T02:04:25Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All explorer-history rows are retryable EXA_API_KEY failures (domains/ai-rel
2026-07-18T03:04:13Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), while kickstart remains active through 2026-07-19T00:00:00Z (config.json:21-
2026-07-18T04:04:06Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is retryable because EXA_API_KEY is unavailable (
2026-07-18T04:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T04:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-18T05:03:56Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All explorer-history rows are retryable EXA_API_KEY failures (domains/
2026-07-18T06:04:09Z	orchestrator	all	observation only | Qualification is blocked before the first scored call: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Kickstart remains active until 2026-07-19T00:00:0
2026-07-18T07:04:09Z	orchestrator	all	observation only | Qualification remains blocked before the first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable EXA_A
2026-07-18T07:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T08:04:41Z	orchestrator	all	observation only | Delphi remains blocked before the first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). The latest explorer run proposed zero candidates and r
2026-07-18T09:04:41Z	orchestrator	all	observation only | Delphi remains blocked before the first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All explorer-history rows are retryable EXA_API_KEY fa
2026-07-18T10:04:16Z	orchestrator	all	observation only | Qualification remains blocked before the first scored call: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable
2026-07-18T10:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T10:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-18T11:03:57Z	orchestrator	all	observation only | Qualification remains blocked before the first historical call: all four leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All explorer-history rows are retryable EXA_API_KE
2026-07-18T12:04:11Z	orchestrator	all	observation only | Qualification remains blocked before the first scored call: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is retryable_e
2026-07-18T13:04:44Z	orchestrator	all	observation only | Qualification remains blocked before the first historical call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable E
2026-07-18T13:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T14:04:40Z	orchestrator	all	observation only | Delphi remains blocked before historical qualification: leakers.tsv:2-5 contains four candidates, all with n_calls=0. explorer-history.tsv:2-5 and ledger/results.tsv:182 show repeated retryable EXA_AP
2026-07-18T15:04:14Z	orchestrator	all	observation only | Delphi remains blocked before historical qualification: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), while kickstart remains active until 2026-07-19T00:
2026-07-18T16:04:48Z	orchestrator	all	observation only | Delphi remains blocked before qualification: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer retries all four because EXA_API_KEY is unavailable (
2026-07-18T16:07:07Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T16:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-18T17:04:26Z	orchestrator	all	observation only | Delphi remains blocked before qualification: `domains/ai-releases/leakers.tsv:2-5` has four candidates with n_calls=0, while `domains/ai-releases/signals.tsv:1` contains only its header. The latest ex
2026-07-18T18:04:28Z	orchestrator	all	observation only | Qualification remains blocked: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is retryable because EXA_API_KEY is unavailable (
2026-07-18T19:04:34Z	orchestrator	all	observation only | Delphi remains blocked before historical qualification: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), while kickstart remains active until 2026-07-19T00:
2026-07-18T19:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T20:04:13Z	orchestrator	all	observation only | Delphi remains blocked before qualification: all four seeded leakers are still candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Each historical attempt is retryable because EXA_API_KEY
2026-07-18T21:04:26Z	orchestrator	all	observation only | Delphi remains blocked before qualification: domains/ai-releases/leakers.tsv:2-5 has four candidates, all with n_calls=0. All explorer-history rows 2-5 are retryable because EXA_API_KEY is unavailable
2026-07-18T22:00:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T22:04:31Z	orchestrator	all	observation only | Delphi remains blocked before qualification: leakers.tsv:2-5 has four seeded candidates, each at n_calls=0. explorer-history.tsv:2-5 records retryable EXA_API_KEY failures for every seed, and signals.
2026-07-18T22:07:05Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable; testingcatalog/-: provider retry — EXA_API_KEY is unavailable
2026-07-18T22:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T22:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-18T22:20:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T22:30:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T22:40:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T22:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:00:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:04:01Z	orchestrator	all	observation only | Qualification remains blocked before the first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable EXA_A
2026-07-18T23:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:20:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:30:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:40:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-18T23:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T00:00:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T00:04:18Z	orchestrator	all	observation only | Delphi is not progressing toward the roster goal: all four seeded leakers remain candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains only its header (signals.tsv:1)
2026-07-19T01:04:19Z	orchestrator	all	observation only | Delphi remains blocked before qualification: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains only its header (signals.tsv:1). Ever
2026-07-19T02:04:36Z	orchestrator	all	observation only | Qualification remains blocked before the first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains only its header. Every
2026-07-19T03:04:26Z	orchestrator	all	observation only | Against VISION.md’s roster-and-paper-bet goal, Delphi has not reached its first scored call: domains/ai-releases/leakers.tsv:2-5 still list four candidates at n_calls=0, and signals.tsv:1 is only the
2026-07-19T04:04:27Z	orchestrator	all	observation only | Delphi has not reached its first scored call: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), while signals.tsv, positions.tsv, and resolved.tsv contain
2026-07-19T04:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable
2026-07-19T04:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-19T05:04:14Z	orchestrator	all	observation only | Against VISION.md’s roster goal, Delphi has not reached its first scored call: domains/ai-releases/leakers.tsv:2-5 contains four candidates, all at n_calls=0. Every explorer-history row is retryable b
2026-07-19T06:03:55Z	orchestrator	all	observation only | Against VISION.md, Delphi has not reached its first scored call: all four seeded leakers remain candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Historical qualification is blocked becau
2026-07-19T07:04:20Z	orchestrator	all	observation only | Delphi remains blocked before qualification: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer history rows 2-5 are retryable because EXA_API_KEY is
2026-07-19T08:04:23Z	orchestrator	all	observation only | Delphi has not reached its first scored call: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is mechanically blocked because explorer-his
2026-07-19T09:04:29Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains only its header (signals.tsv:1). Qual
2026-07-19T10:04:45Z	orchestrator	all	observation only | Against VISION.md’s roster goal, Delphi has not reached its first scored call: all four seeded leakers remain candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains
2026-07-19T10:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-19T11:04:26Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv contains only its header. Q
2026-07-19T12:04:16Z	orchestrator	all	observation only | Against VISION.md's goal, Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), while signals.tsv, positions.tsv, an
2026-07-19T13:04:19Z	orchestrator	all	observation only | Delphi remains before its first scored call: leakers.tsv:2-5 contains four candidates, each at n_calls=0, and signals.tsv:1 is header-only. Qualification is blocked because explorer-history.tsv:2-5 al
2026-07-19T14:04:03Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: four seeded leakers are still candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv is header-only (signals.tsv
2026-07-19T15:04:06Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: domains/ai-releases/leakers.tsv:2-5 contain four candidates, all at n_calls=0, and signals.tsv:1 is header-only. Qualification is blocke
2026-07-19T16:04:48Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: all four seeded leakers are still candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv is header-only (signals.tsv:1). All four history
2026-07-19T16:17:01Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-19T17:04:22Z	orchestrator	all	observation only | VISION.md’s goal remains unmet: leakers.tsv:2-5 contains four candidates with n_calls=0, while signals.tsv, positions.tsv, and resolved.tsv are header-only. explorer-history.tsv:2-5 all report retryab
2026-07-19T18:04:23Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet. leakers.tsv:2-5 shows four candidates, all with n_calls=0; signals.tsv:1, positions.tsv:1, and resolved.tsv:1 are header-only. explorer-history.tsv:2-5 records r
2026-07-19T19:04:16Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv, positions.tsv, and resolved.tsv are header-only
2026-07-19T20:05:00Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv, positions.tsv, and resolve
2026-07-19T21:04:05Z	orchestrator	all	observation only | Delphi remains blocked before its first scored call: all four seeded leakers are still candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv is header-only (signals.tsv:1). Ex
2026-07-19T22:00:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T22:04:25Z	orchestrator	all	observation only | Delphi remains blocked before qualification: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Every explorer-history row is a retryable EXA_API_KEY failure (d
2026-07-19T22:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T22:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-19T22:20:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T22:30:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T22:40:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T22:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:00:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:04:55Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: leakers.tsv:2-5 contain four candidates, each at n_calls=0. explorer-history.tsv:2-5 all report retryable EXA_API_KEY failures; both pro
2026-07-19T23:10:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:20:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:30:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:40:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-19T23:50:00Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-20T00:00:01Z	heartbeat	ai-releases	roster empty (no verified/probation leakers) — run explorer.py
2026-07-20T00:04:45Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is mechanically blocked because explorer-history.t
2026-07-20T01:04:54Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). signals.tsv, positions.tsv, and resolved.ts
2026-07-20T02:04:43Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: leakers.tsv:2-5 still contain four candidates, each with n_calls=0; signals.tsv:1, positions.tsv:1, and resolved.tsv:1 are header-only. Qualification is blocked
2026-07-20T03:04:20Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: all four seeded leakers are still candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is blocked by retryable EXA_API_KEY failures for e
2026-07-20T04:04:28Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer qualification is blocked by retryable EXA_API_KEY fai
2026-07-20T04:07:04Z	explorer	ai-releases	mode=qualify; proposed 0 candidates; apples_jimmy/-: provider retry — EXA_API_KEY is unavailable; btibor91/-: provider retry — EXA_API_KEY is unavailable; flowersslop/-: provider retry — EXA_API_KEY is unavailable
2026-07-20T04:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-20T05:05:03Z	orchestrator	all	observation only | Against VISION.md, Delphi has not reached its first scored call: leakers.tsv:2-5 lists four candidates, all at n_calls=0. explorer-history.tsv:2-5 records retryable EXA_API_KEY failures, confirmed by
2026-07-20T06:04:17Z	orchestrator	all	observation only | Against VISION.md, Delphi has not reached its first scored call: all four seeded leakers remain candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is blocked because explorer
2026-07-20T07:04:05Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer qualification is blocked because all four history row
2026-07-20T08:05:15Z	orchestrator	all	observation only | Delphi remains before historical qualification: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). All explorer-history rows report retryable EXA_API_KEY failur
2026-07-20T09:04:47Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: leakers.tsv:2-5 are all candidates with n_calls=0. Qualification is blocked by retryable EXA_API_KEY failures in explorer-history.tsv:2-5; config.json:83-86 conf
2026-07-20T10:04:20Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer history is blocked by retryable EXA_API_KEY failures (domain
2026-07-20T10:17:00Z	resolve	ai-releases	closed 0 positions (pnl +0.00); scored 0 signals; promotions: none; equity 1000.00 (lifetime pnl +0.00)
2026-07-20T11:04:08Z	orchestrator	all	observation only | Delphi remains before its first scored call: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5), and signals.tsv:1 is header-only. Explorer qualification is bloc
2026-07-20T12:04:26Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: all four seeded leakers are candidates at n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Explorer qualification remains blocked by retryable missing EXA_API_KE
2026-07-20T13:04:33Z	orchestrator	all	observation only | Delphi remains before its first scored call: domains/ai-releases/leakers.tsv:2-5 contains four candidates, all with n_calls=0, while signals.tsv:1, positions.tsv:1, and resolved.tsv:1 are header-only.
2026-07-20T14:03:56Z	orchestrator	all	observation only | VISION.md's roster goal remains unmet: all four seeded leakers are candidates with n_calls=0 (domains/ai-releases/leakers.tsv:2-5). Qualification is blocked by retryable EXA_API_KEY failures for all a
2026-07-20T15:04:51Z	orchestrator	all	observation only | Against VISION.md, Delphi remains before its first scored call: leakers.tsv:2-5 lists four candidates, all at n_calls=0. Qualification is blocked because explorer-history.tsv:2-5 records retryable EXA
2026-07-20T16:04:31Z	orchestrator	all	observation only | VISION.md’s roster goal remains unmet: leakers.tsv:2-5 contains four candidates, all with n_calls=0. Qualification is mechanically blocked because explorer-history.tsv:2-5 all report retryable EXA_API
